"AUSTRALIAN_APPL_NO","ABSTRACT_TEXT"
"1992010837","ABSTRACT (11) Document No. AU-A-10837/92 (19) AUSTRALIAN PATENT OFFICE (54) Title EXPANSION UNIT AND APPARATUS FOR EXPANDING TUBULAR ORGAN LUMEN International Patent Classification(s) (51) 5 A61M029/00 (21) Application No.: 10837/92 (22) Application Date :07.02.92 Priority Data (31) Number (32) Date (33) Country 62-252457 16.10.87 JP JAPAN 62-275655 02.11.87 JP JAPAN (43) Publication Date 02.04.92 (62) Related to Division(s) 25309/88 (71) Applicant(s) TERUMO KABUSHIKI KAISHA (72) Inventor(s) FUMIAKI HARADA; TOSHINOBU ISHIDA (74) Attorney or Agent CARTER SMITH BEADLE Qantas House, 2 Railway Parade, CAMBERWELL VIC 3124 (57) Claim 1. A tubular organ expansion apparatus for inserting a tubular organ expansion unit in the lumen of a tubular organ, comprising, said tubular organ expansion unit having a substantially tubular body made of a shape memory alloy and capable of changing its radial dimension in response to a change in temperature, a catheter, said tubular-organ expansion unit being adapted for attachment to the periphery of a unit-attaching portion in the vicinity of a distal end portion of said catheter, and an open-ended catheter sheath into which said catheter with said tubular-organ expansion unit attached, .can be sheathed. j (11) 10837/92 14. A method of medically treating the lumen of a tubular organ by inserting a tubular organ expansion unit, defined substantially cylindrically by a shape memory alloy which changes diametrically in size in response to a change in temperature, into the lumen of the tubular organ, wherein said tubular organ expansion unit is attached to the periphery of a unit-attaching portion arranged in the vicinity of the distal end portion of a catheter, and after the combination of said catheter with said attached tubular organ expansion unit and said catheter having both ends open, into which said catheter is sheathed, is inserted, through the lumen of a guiding catheter already located in the tubular organ, into a desired location of the tubular organ, said catheter and said tubular organ expansion unit are projected out of said catheter sheath and the tubular organ expansion unit is expanded by heat of the body at the desired location."
"1992010837","Claim 1. A tubular organ expansion apparatus for inserting a tubular organ expansion unit in the lumen of a tubular organ, comprising, said tubular organ expansion unit having a substantially tubular body made of a shape memory alloy and capable of changing its radial dimension in response to a change in temperature, a catheter, said tubular-organ expansion unit being adapted for attachment to the periphery of a unit-attaching portion in the vicinity of a distal end portion of said catheter, and an open-ended catheter sheath into which said catheter with said tubular-organ expansion unit attached, can be sheathed. 12. A method of medically treating the lumen of a tubular organ by inserting a tubular organ expansion unit, defined substantially cylindrically by a shape memory alloy which ./2 (11) AU-B-10837/92 -2- 638886 changes diametrically in size in response to a change in temperature, into the lumen of the tubular organ, wherein said tubular organ expansion unit is attached to the periphery of a unit-attathing portion arranged in the vicinity of the distal end portion of a catheter, and after the combination of said catheter with said attached tubular organ expansion unit and a catheter sheath having both ends open, into which said catheter is sheathed, is inserted into a desired location of the tubular organ, said catheter and said tubular organ expansion unit are projected out of said catheter sheath and the tubular organ expansicn unit is expanded by heat of the body at said desired location. 14. A method of medically treating the lumen of a tubular organ by inserting a tubular organ expansion unit, defined substantia'l.y cylindrically by a shape memory alloy which changes diametrically in size in response to a change in temperature, into the lumen of the tubular organ, wherein said tubular organ expansion unit is attached to the periphery of a unit-attaching portion arranged in the vicinity of the distal end portion of a catheter, and after the combination of said catheter with said attached tubular organ expansion unit and za4- Acatheter having both ends open, into which said catheter is sheathed, is inserted, through the lumen of a guiding catheter already located in the tubular organ, into a desired location of the tubular organ, said catheter and said tubular organ expansion unit are projected out of said catheter sheath and the tubular organ expansion unit- is expanded by heat of the body at the desired location."
"1992010838","ABSTRACT (11) Document No. AU-A-10838/92 (19) AUSTRALIAN PATENT OFFICE (54) Title VEHICULAR TRACTION CONTROL SYSTEM International Patent Classification(s) (51) 5 B60T 008/52 (21) Application No.: 10838/92 (22) Application Date 07.02.92 Priority Data (31) Number (32) Date (33) Country 652735 08.02.91 US UNITED STATES OF AMERICA (43) Publication Date 13.08.92 (71) Applicant(s) EATON CORPORATION (72) Inventor(s) THOMAS ARTHUR GEE (74) Attorney or Agent CARTER SMITH BEADLE Oantas House, 2 Railway Parade, CAMBERWELL VIC 3124 (57) Claim 1. A method for controlling a vehicular traction control system (10) of the type comprising first (28) and second (38) drive wheels driven by a common open differential first (40) and second (42) foundation brakes for retarding the rotational motion of said first and second wheels, respectively, brake control means (52, 68, 44 and 46) for independently controlling the operation of said first and second foundation brakes, said control means effective to increase the braking torque of said foundation brakes at either a relatively rapid or a relatively slower rate, means (48, 50) for sensing the value of a brake control parameter indicative of the braking torque applied by said first and second brakes, and first (36) and second (38) wheel speed sensors for sensing the rotational speed of said first and second wheels, zespectively, said method comprising: sensing that one of said first and second wheels is excessively spinning; applying the foundation brakes associated with said one excessively spinning wheel to substantially P slow the rotation of said excessively spinning wheel; determining the amount of braking torque required to substantially slow the rotation of said excessively spinning wheel; releasing the foundation brakes associated with said excessively spinning wheel, and a/ i (11) 10838/92 -2- if said one wheel resumes excessively spinning, reapplying the foundation brakes associated with said one wheel at said relatively rapid rate to a target braking torque less than said amount of braking torque required to substantially slow the rotation of said excessively spinning wheel. 11. A vehicular traction control system of the type comprising first (28) and second (38) drive wheels driven by a common open differential first and second (42) foundation brakes for retarding the rotational motion of said first and second wheels, respectively, brake control means (52, 68, 44 and 46) for independently controlling the operation of said first and second foundation brakes, said control means effective to increase the braking torque of said foundation brakes at either a relatively rapid or a relatively slower rate, means (48, 50) for sensing the value of a brake control parameter indicative of the braking torque applied by said first and second brakes, and first (36) and second (38) wheel speed sensors for sensing the rotational speed of said first and second wheels, respectively, said system comprising: means for sensing that one of said first and second wheels is excessively spinning; means for applying the foundation brakes associated with said excessively spinning wheel to substantially slow the rotation of said excessively spinning wheel; means for determining the amount of braking torque required to substantially slow the rotation of said excessively spinning wheel; means for releasing the foundation brakes associated with said excessively spinning wheel; and means effective if said one wheel resumes excessively spinning for reapplying the foundation brakes associated with said one wheel at said relatively rapid rate to a braking torque less than said amount of braking torque required to substantially stop the rotation of said excessively spinning wheel. I I"
"1992010838","Claim 1. A method for controlling a vehicular traction control system (10) of the type comprising first (28) and second (38) drive wheels driven by a common open differential first (40) and second (42) foundation brakes for retarding the rotational motion of said first and second wheels, respectively, brake control means (52, 68, 44 and 46) for independently controlling the operation of said first and second foundation brakes, said control means effective to increase the braking torque of said foundation brakes at either a relatively rapid or a relatively slower rate, means (48, 50) for sensing the value of a brake control parameter indicative of the braking torque applied by said first and second brakes, and first (36) and second (38) wheel speed sensors for sensing the rotational speed or a time derivative of rotational speed of said first and second wheels, respectively, said method comprising: sensing that one of said first and second wheels is excessively spinning: applying the foundation brakes associated with said one excessively spinning wheel to substantially slow the rotation of said excessively spinning wheel; /2 (11) AU-B-10838/92 -2- 640595 monitoring the rotational speed or time derivative of rotational speed of said excessively spinning wheel and the value of the brake control parameter of said foundation brake associated with said excessively spinning wheel as said foundation brake associated with said excessively spinning wheel is applied, and sensing and memorizing the value of said brake control parameter (BCP) at the time said excessively spinning wheel is caused to rotate at a rotational speed or time derivative of rotational speed less than a predetermined reference value; releasing the foundation brakes associated with said excessively spinning wheel; and if said one wheel resumes excessively spinning, reapplying the foundation brakes associated with said one wheel at said relatively rapid rate to a target valve (BCPT) of said brake control parameter indicative of braking torque, said target value (BCPT) of said brake control parameter indicative of braking torque being less than said memorized value of said brake control parameter (BCP) at the time said excessively spinning wheel is caused to rotate at a rotational speed or time derivative of rotational speed less than a predetermined reference value."
"1992010839","ABSTRACT (11) Document No. AU-A-10839/92 (19) AUSTRALIAN PATENT OFFICE (54) Title FORMULATIONS OF D-CYCLOSERINE AS COGNITIVE ENHANCERS International Patent Classification(s) (51) 5 A61K 031/42 (21) Application No. 10839/92 (22) Application Priority Data (31) Number (32) Date (33) Country 127121 01.12.87 US UNITED STATES OF AME1 (43) Publication Date 07.05.92 (62) Related to Division(s) :26319/88 (71) Applicant(s) G. D. SEARLE CO. (72) Inventor(s) ALEX A. CORDI; GAIL E. HANDELMANN; JOSEPH B. MONAHAN (74) Attorney or Agent E F WELLINGTON CO 312 St KIIda Road, MELBOURNE VIC 3004 (57) Claim Date 10.02.92 RICA 1. A pharmaceutical dosage form suitable for improving or enhancing cognitive function in a subject, in particular, for improvement or enhancement of memory, or improvement in long term potentiation of memory for providing improvement or enhancement of memory, or for providing treatment of a cognitive deficit linked to Alzheimer's disease or other neurological disorder, comprising a pharmaceutically acceptable carrier or diluent and a therapeutically effective amount of D-cycloserine or a pharmaceutically acceptable salt thereof. 32. A pharmaceutical unit dosage form comprising a pharmaceutically acceptable carrier or diluent and from 1mg to 100mg of D-4-amino-3-isoxazolidone (D-cycloserine) or a pharmaceutically acceptable salt thereof per unit dosage form, said unit dosage form being capable of improving or enhancing cognitive function in a subject, in particular, improvement or enhancement of memory, or improvement in long term potentiation of memory for providing improvement or enhancement of memory, or providing for treatment of a cognitive deficit linked to Alzheimer's disease or other neurological disorder. L"
"1992010840","ABSTRACT (11) Document No. AU-A-10840/92 (19) AUSTRALIAN PATENT OFFICE (54) Title SLUDGE HANDLING PROCESS International Patent Classification(s) (51) 5 C02F 011/12 (21) Application No.: 10840/92 (22) Application Date 07.02.92 Priority Data (31) Number (32) Date (33) Country PK4784 25.02.91 AU AUSTRALIA (43) Publication Date 27.08.92 (71) Applicant(s) DARRYL UGO JENNINGS; GARRY GORDON JENNINGS; NORMAN THOMAS JENNINGS (72) Inventor(s) NORMAN THOMAS JENNINGS (74) Attorney or Agent SHELSTON WATERS, 55 Clarence Street, SYDNEY NSW 2000 A method of sewage sludge treatment comprises the steps of initially centrifuge drying the sludge to remove excess water and to reduce the moisture content to about 65 percent; then rotary kiln drying the sludge to kill pathogens and viruses and to further reduce the moisture content to between 25 and 40 percent; then granulising the sludge to provide uniformity of particle size; then pelletizing the sludge and further drying the pellets to within limits suitable for storage and transport. The rotary kiln drying is performed at a temperature not less than 750 0 C. I"
"1999042475","Abstract of the Disclosure A rotation preventing mechanism is composed of a thrust ball bearing including s a first race section (117) having an annular shape, a second race section disposed at an eccentric position in confrontation with the first race section at intervals and thrust balls (69) interposed between the first and second race sections. The first and second race sections have ball accommodating grooves (123) formed at the confronting surfaces (119) thereof, respectively. Each of the ball accommodating grooves includes a central portion 10 (127) and a groove bottom portion (129) around it. When the radius of curvature of each thrust ball is represented by RB, the radius of curvature of the groove bottom portion on an inner side is represented by Rin and the radius of curvature thereof in an outer side is represented by Rout, and the ball accommodating groove has a shape satisfying a formula co. RB Rin Rout. 9 *0 o**0 [R:ALBLL108193.doc:VJP"
"1999042476","Abstract A nasal cushion (30) comprises a substantially triangularly shaped frame (32) from which extends a membrane The frame (32) has a scalloped edge (36) by which the cushion (30) is affixed to a mask body. The membrane (34) has an aperture (38) into which the wearer's nose is received. The membrane (34) is spaced away from the rim of the frame and its outer surface (41) is of substantially the same shape as the rim Respective notches (42, 44) receive the bridge of the wearer's nose. The wearer's nose is received through the aperture (38) into the chamber within the mask body The seal forming portion (45) thus contacts both the surface of the wearer's nose and a portion of the wearer's face in the region between the base of the nose and the upper lip, and around the sides and over the bridge of the nose. The shape of the seal forming portion (45) is particularly suited to effectively seal the difficult region of the facial contour that is the crease between the sides of the nose and the face. [R:\LBD00682.doc:DMB 2/3 36 34 FIG. 4 Fi G. 56r FIG. 6 38"
"1999042477","ABSTRACT A variable-position decorative light mounting system (10) for mounting the bulb and socket assemblies of a string of decorative lights at selective positions to achieve decorative effects. A base member (11) provided in elongate strips or shorter rectangular sizes is configured to be secured to a supporting surface and has a flat surface (12) with an outwardly projecting protuberance (13) extending longitudinally along the flat surface (12) with a contiguous reduced neck portion (14) at the juncture of the protuberance (13) with the flat surface One or more bulb-holding clip members (15) having a bottom portion (17) with a cross sectional shape closely corresponding to the cross sectional shape of the protuberance (13) are removably received and engaged on the protuberance (13) by snap attachment. The bulb-holding clips (15) have a contiguous upper portion I 15 (16) with an aperture (20) configured to removably receive and substantially encircle a portion of the bulb and socket assembly to releasably retain it on the clip One or more wire-holding clip members (30) may also be removably received and engaged on the protuberance (13) by snap attachment to capture a portion of the electrical supply cord between the protuberance (13) and an underside of the clip (30) at 20 selective longitudinally spaced locations such that remaining portions of the electrical supply cord along with a plurality of the decorative bulb and socket assemblies are suspended from the retained portions of the electrical supply cord to achieve decorative ornamental effects. OS*S (R:\LIBLL]08162.doc:MFF"
"1999042478","Abstract A business card comprising access means arranged to, in use, effect access to a computer network for retrieval of information associated with the business card. 6 The Claims Defining the Invention are as Follows: 1. A business card comprising access means arranged, in use, to effect access to a computer network for retrieval of information associated with the business card; wherein the access means comprises an electronic data storage means having stored thereon a browser application program, and wherein the access means is arranged, in use, to instruct a computer to execute the browser application program for the retrieval of the information associated with the business card. 2. A business card as claimed in claim 1, wherein the computer network is the Internet, and the access means is arranged to effect access to an Internet web-page associated with the business card on the computer. 3. A business card as claimed in claims 1 or 2, wherein the business card is further arranged, in use, to function as a telephone card. Mr A. Smith Atech Pty Ltd P0 box 123 LI NSW 2002 Figure 1 .2O lsr 16 EL 10 Figure 2 31f~ ~2 t t ~j, Figure 3 Figure 4"
"1999042479","ABSTRACT The present invention relates generally to a weight fixture adapted to detachably fit to a shaft of a golf club (not shown). The weighted fixture (10) is of a split construction having a pair of weighted elements (12 and 14). The pair of weighted elements (12 and 14) are shaped cylindrical with a longitudinally extending recess (20 and 22) being adapted to clamp about the shaft golf club. A key element (24) and a keyway element (26) formed in abutting faces (16 and 18) of the weighted elements (12 and 14) permits slidable fitting of said elements. ft ft fttf J:\Speci\300- 399\350 399\35112.doc C -7- THE CLAIMS DEFINING THE INVENTION ARE AS FOLLOWS: 1. A weighted fixture being adapted to detachably fit to a shaft of a golf club, said fixture comprising: a pair of weighted elements including a pair of respective mutually abutting faces each having an elongate recess being adapted together to clamp about the shaft; and an elongate key formed in one of the abutting faces and a complementary shaped keyway formed in the other of the abutting faces, said key and keyway extending substantially parallel to the respective recess and being configured to slidably engage one another, opposing faces of the key and keyway being longitudinally tapered inwardly 15 whereby sliding engagement of said key and keyway alone effects firm fitting of the pair of weighted elements to one another and to the shaft, the weighted fixture thus being designed to temporarily fit to the shaft for the purpose of a practice swing only. 2. A weighted fixture as defined in claim 1 wherein S. at least one of the pair of weighted elements includes one or more cavities being designed to removably retain a weight for varying the weight of the weighted fixture. 3. A weighted fixture as defined in claim 1 or 2 wherein said cavities are each in the form of a blind hole being oriented whereby the centrifugal force generated during a practice swing biases the respective weight into the blind hole. 4. A weighted fixture as defined in any one of the preceding claims wherein the key and the keyway in cross- section are generally trapezium-shaped. A weighted fixture as defined in any one of the preceding claims being shaped generally cylindrical and of J:\Speci\00 399,\350- 399\5 112.doc I I'~140 1 2 0 2 *FO 2"
"1999042479","ABSTRACT The present invention relates generally to a weight fixture adapted to detachably fit to a shaft of a golf club (not shown). The weighted fixture (10) is of a split construction having a pair of weighted elements (12 and 14). The pair of weighted elements (12 and 14) are shaped cylindrical with a longitudinally extending-recess (20 and 22) being adapted to clamp about the shaft golf club. A key element (24) and a keyway element (26) formed in abutting faces (16 and 18) of the weighted elements (12 and 14) permits slidable fitting of said elements. *O 9* o* go ft °t o f o t. J:\Speci\300 399\350- 399\351 12 doc"
"1999042480","ABSTRACT A rotary apparatus (20) for rotary forming of a web workpiece (12) and having a rotatable first roll unit (32) and corresponding rotatable second roll unit a first die support (46) carried by the first roll unit having a leading edge (51) and a trailing edge (52) respective to rotation of the first roll unit a second die support (46) carried by the second roll unit having a leading edge (51) and a trailing edge (52) respective to rotation of the second roll unit the first 04rc and second roll units (32, 34)) receiving a web workpiece (12) in a forming plane .9o between the first and second roll units (32, 34), and in which each die support includes a first part (46a) carried by the respective roll unit and including the *se000C leading and trailing edge and a second part (46b) having a platen surface for CRb mounting a die, the second part (46b) being mounted on the first part (46a) for reciprocal motion transverse to the leading and trailing edges (51, 52). 4:06 o 00CR oRo f .9/1 C C C CCC C CCC CC C CC C. C C C C C. CC C C C C C C C C C C CCt C C C C C C CCC* C"
"1999042480","ABSTRACT A rotary apparatus (20) for rotary forming of a web workpiece (12) and having a rotatable first roll unit (32) and corresponding rotatable second roll unit a first die support (46) carried by the first roll unit having a leading edge (51) and a trailing edge (52) respective to rotation of the first roll unit a second die support (46) carried by the second roll unit having a leading edge (51) and a trailing edge (52) respective to rotation of the second roll unit the first and second roll units (32, 34)) receiving a web workpiece (12) in a forming plane between the first and second roll units (32, 34), and in which each die support e (46) includes a first part (46a) carried by the respective roll unit and including the leading and trailing edge and a second part (46b) having a platen surface for o mounting a die, the second part (46b) being mounted on the first part (46a) for reciprocal motion transverse to the leading and trailing edges (51, 52). o 00 00 0 0000 0 0000 0"
"1999042483","ABSTRACT A removable head for an ophthalmic slit lamp assembly that replaces the conventional slit lamp microscope with a laser and binocular microscope combination. The optic axis of the laser is aligned to the optic axis of the binocular microscope so the optical head can be removed and used with another slit lamp assembly. An adaptor provides adjustable connection between the optical head and a microscope support arm of the slit lamp assembly. The adaptor consists of a base member and a frame member. The frame member is rotated and translated relative to the base member to align the optic axis of the optical head to the slit lamp optic axis. a 4 14 What we claim is: 1. A removable optical head for an ophthalmic slit lamp assembly, the optical head comprising: a laser head emitting laser radiation along a laser optic axis; a binocular microscope head coupled to the laser head; and a power supply providing power to the laser head; wherein the laser optic axis and a binocular optic axis of said binocular microscope head are aligned. d°o 2. The optical head of claim 1 further comprising control means for do. 10 controlling operation of the laser head including power, exposure time 0o 00 and pulse duration. 3. The removable optical head of claim 1 wherein said binocular microscope comprises a binocular and a magnification changer. 04. A removable optical head for an ophthalmic slit lamp assembly, the 0leo f optical head comprising: *o a laser head emitting laser radiation along a laser optic axis; a binocular microscope head coupled to the laser head; and an adaptor removably coupling the optical head to the ophthalmic slit lamp assembly; wherein the laser optic axis and a binocular optic axis of said binocular microscope head are aligned; and wherein the adaptor includes adjustment means permitting adjustment of the optical head relative to the ophthalmic slit lamp assembly to align the laser optic axis and the binocular optic axis to an optic axis of a slit lamp 1 V 16 assembly, and an adaptor removably coupling the optical head to the opthalmic slit lamp assembly, said optical head comprising a laser head emitting laser radiation along a laser optic axis, a binocular microscope head coupled to the laser head, and a power supply providing power to the laser head, wherein the laser optic axis and a binocular optic axis of the binocular microscope head are aligned, and wherein the adaptor includes adjustment means permitting adjustment of the optical head relative to the ophthalmic slit lamp assembly to align the laser optic axis .o and the binocular optic axis to an optic axis of a slit lamp of the slit lamp *eoo assembly. 14. A method of aligning a removable optical head to a slit lamp assembly, said optical head comprising a laser head emitting laser radiation along a laser optic axis and a binocular microscope head coupled to the laser head and wherein the laser optic axis and a binocular optic axis are aligned, the method including the steps of: removing a microscope from a microscope support arm of the slit lamp assembly; coupling an adaptor to the optical head, said adaptor comprising a base member and a frame member, said frame member being rotatable and translatable relative to said base member; coupling the adaptor and optical head to the microscope support arm; rotating and translating the optical head relative to the microscope support arm until the laser optic axis is aligned to an optic axis of a slit lamp of the slit lamp assembly. 4 1 0 118 23 FIG. 1 FI1G. 2"
"1992010841","ABSTRACT (11) Document No. AU-A-10841/92 (19) AUSTRALIAN PATENT OFFICE (54) Title RECORDING APPARATUS International Patent Classification(s) (51) 5 B41F013/02 B41J011/00 H04N001/31 (21) Application No.: 10841/92 (22) Applicatior Priority Data (31) Number (32) Date (33) Country 3-40768 14.02.91 JP JAPAN 3-48260 13.03.91 JP JAPAN 3-54982 19.03.91 JP JAPAN 3-54985 19.03.91 JP JAPAN (43) Publication Date 27.08.92 (71) Applicant(s) TOKYO ELECTRIC CO., LTD (72) Inventor(s) HIDEAKI SUGIYAMA; ISAO SANO; MASAO KOBORI; HIROAKI SUDO (74) Attorney or Agent GRIFFITH HACK CO GPO Box 1285K, MELBOURNE VIC 3001 n Date 10.02.92 A recording apparatus has a main body case housing a printing head. A recording-paper insertion slot is formed in the upper surface of the case and a recording- paper discharge slot is formed in the side surface of the case. A pair of stop levers are mounted on the upper surface so as to be pivotable between standing and horizontal positions. A part of the upper surface is used as a continuous-recording-paper laid portion on which the recording paper is led to the insertion slot and the standing stop levers contact the insertion-slot- side end of the recording paper to hold it in its predetermined posture and restricts the movement of the recording paper toward the insertion opening."
"1992010841","Claim 1. A compact type portable recording apparatus comprising: a flat main body case having a substantially flat upper surface, a recording-paper insertion opening formed in the substantially flat upper surface, and a recording-paper discharge opening positioned in the main body case at a position lower than the recording-paper insertion opening, said flat main body case not carrying a supply of recording paper in the interior thereof; a recording head and recording head control means, both of which are contained in the main body case, the recording head recording images on a recording paper which is fed through the recording-paper insertion opening, under the control of the recording head control means; a recording-paper receiving portion on the substantially flat upper surface of the main body case at a /2 (11) AU-B-10841/92 -2- (10)639174 position adjacent to the recording-paper insertion opening and located above both the recording head and recording head control means, and on which a continuous recording paper is laid by a user; and engaging and movement restricting means, mounted on the recording-paper receiving portion and projecting upward, for engaging and holding a remaining part of the continuous recording paper and for restricting a rrurement of the remaining part of the continuous recording paper toward the recording-paper insertion opening, while a part of the continuous recording paper is inserted into the main body case through the recording- paper insertion opening and is discharged from the main body case through the recording-paper discharge opening after an image has been recorded on the inserted part of the continuous recording paper by the recording head in the main body case. I'"
"1992010842","ABSTRACT (11) Document No. AU-A-10842/92 (19) AUSTRALIAN PATENT OFFICE (54) Title METHOD FOR THE MANUFACTURE OF MARGERINE HAVING AN EXTRA LOW FAT CONTENT International Patent Classification(s) (51) 5 A23D 007/02 (21) Application No. 10842/92 (22) Application Date 10.02.92 Priority Data (31) Number (32) Date (33) Country 9102899 07.10.91 SE SWEDEN (43) Publication Date 08.04.93 (71) Applicant(s) L L INTERNATIONAL SWEDEN AB (72) Inventor(s) JAN AKE LARSSON (74) Attorney or Agent GRIFFITH HACK CO GPO Box 1285K, MELBOURNE VIC 3001 (57) Claim 1. Method for the manufacture of an extra low-calorie margarine having a fat content of between 15 and 38 percent by weight as calculated on the final product, whereby a water phase comprising starch, which is solved in any, liquid that can carry aroma substances and further eventually comprising taste giving substances and preservatives, is emulsified, batchwise or successively, in a fat phase prepared by fats and/or oils and a little addition of an emulsifier and minor amounts of fat soluble aroma substances and/or vitamins to directly form a water-in-oil emulsion which is pasteurized, cooled and packed, characterized in that the starch included in the water phase is pretreated in a first step by being acid hydrolysed for reducing of the viscosity of the starch in a solution, and, for those types of starch which are not naturally stable, in a second step by introducing a functional group into the starch molecule for stabilizing the acid hydrolysed starch base, whereby the starch has been made completely soluble in the water phase and can be heat treated and cooled without becoming gelified. 4. Method according to claim 1, 2 or 3, characterized in that the starch of the water phase is solved in water or any milk product like buttermilk, skim milk, soured (cultured) milk, cheese whey, yoghurt, low concentrated milk protein, or in soy protein or another vegetable protein. (11)10842/92 -2- 9. Method according to any of the preceding claims, characterized in that the starch is pretreated by suspending starch grains in diluted hydrochloric acid, for instance suspending potato starch having a dry matter content of about 40% in a 1.5% hydrochloric acid, stirring the suspension and allowing the suspension to stand for hours, washing out the excess of hydrochloric acid from the starch by means of water, neutralizing the starch solution by means of sodium hydroxide so that the pH value at a temperature of 25 0C is 8-8.5 (at 40°C about pH or, for reacting the starch solution with propylene oxide pH about 11-12 at a temperature of about 400C, stabilizing those starch types which are not naturally stable by coupling to the starch an acetylic group, a hydroxi-propionic group, an 1-oktenylsuccinylic group or pure succinic acid in an amount corresponding to the standards of FAO/WHO for food additives, setting the pH value of the starch to pH 5-7, and finally washing and drying the starch, for instance drying the starch on heated rollers."
"1992010842","Claim 1. Method for the manufacture of an extra low- calorie margarine having a fat content of between 15 and 38 percent by weight as calculated on the final product, whereby a water phase comprising starch,4having a DE value less than 1 which is dissolved in any liquid that can carry aroma substances, is emulsified in a fat phase prepared by fats and/or oils and the addition of an emulsifier and minor amounts of fat soluble aroma substances and/or vitamins to directly form a water-in-oil emulsion which is pasteurised, cooled and packed, wherein the starch included in the water phase is pretreated in a first step so as to be completely soluble in the water phase and is in a state which does not gelify, by being acid hydrolysed for reduction of the viscosity of the starch in a solution, and, for those types of starch which are not naturally stable, ed- in a second step by introducing a functional group chosen from the group consisting of one or more of an acetylic group, a hydroxy-propylic group, an nl- succinylic group, a succinylic group or a similar group into the starch molecule for stabilizing the acid hydrolysed starch base. /2 (11) AU-B-10842/92 -2- (10)660646 12. Method as claims -in any one of the preceding claims, wherein the starch is pretreated by suspending starch grains in diluted hydrochloric acid, stirring the suspension and allowing the suspension to stand for 3-5 hours, washing out the excess of hydrochloric acid from the starch by means of water, neutralizing the starch solution by means of sodium hydroxide so that the pH value at a temperature of 250 C is 8-8.5 (at 400 C about pH or, for reacting the starch solution with propylene oxide pH about 11-12 at a temperature of about 400 C, stabilizing those starch types which are not naturally stable by coupling to the starch an acetylic group, a hydroxi-propionic group, an l-oktenyl succinylic group or pure succinic acid in an amount corresponding to the standards of FAO/WHO for food additives, setting the pH value of the starch to pH 7, and finally washing and drying the starch."
"1992010843","ABSTRACT (11) Document No. AU-A-10843/92 (19) AUSTRALIAN PATENT OFFICE (54) Title METHOD OF STARTING A PLANT FOR THE PRODUCTION OF PIG IRON OR STEEL PRE-MATERIAL AS WELL AS ARRANGEMENT FOR CARRYING OUT THE METHOD International Patent Classification(s) (51) 5 C21B011/02 C21B013/02 (21) Application No.: 10843/92 (22) Application Date :07.02.92 Priority Data (31) Number (32) Date (33) Country 348/91 19.02.91 AT AUSTRIA (43) Publication Date: 27.08.92 (71) Applicant(s) VOEST-ALPINE INDUSTRIEANLAGENBAU GMBH (72) Inventor(s) DR WERNER-LEOPOLD KEPPLINGER; DR. ROLF HAUK; VULETIC BOGDAN; DR. FELEX WALLNER; WALTER-RAINER KASTNER (74) Attorney or Agent GRIFFITH HACK CO GPO Box 1285K, MELBOURNE VIC 3001 Ii There is disclosed a method of starting a plant for the production of pig iron or steel pre-material including a direct-reduction shaft furnace and a meltdown gasifier. At first the still empty meltdown gasifier is neated up by aid of a combustible gas and the smoke gases forming are introduced into the still empty direct-reduction shaft furnace. Coke or a degassed coal product is charged into the direct-reduction shaft furnace and the smoke gases introduced into the direct-reduction shaft furnace are passed through the coke or the degassed coal product by releasing their sensible heat. (11)10843/92 .2- The coke or the degassed coal product thereby is heated to ignition temperature and is charged into the meltdown gasifier in the hot state, catching fire upon the injection of an oxygen-containing gas or of oxygen. A further coal or coke bed serving for gasification is charged on the ignited bed of coke or degassed coal product and the charging substances are charged into the direct-reduction shaft furnace. i"
